Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,year,Juliday,month,ecosystems,total Soil respiration,soil temperature,soil MOSITURE (%WHC),Root respiration,Rh,Ecosystems,SPEI,,,
480,39826,82,Zheng,3,Q80,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,5,Forests,4.144059702,,,,,3,-2.275859616,,,
480,39826,82,Zheng,3,Q81,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,6,Forests,3.704372622,,,,,3,1.188576445,,,
480,39826,82,Zheng,3,Q82,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,7,Forests,5.365571387,,,,,3,-1.520461388,,,
480,39826,82,Zheng,3,Q83,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,8,Forests,4.42690521,,,,,3,-0.720775457,,,
480,39826,82,Zheng,3,Q84,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,9,Forests,3.688486784,,,,,3,-0.566457771,,,
480,39826,82,Zheng,3,Q85,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,10,Forests,2.709826247,,,,,3,0.542095926,,,
480,39826,82,Zheng,3,Q86,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,11,Forests,2.804234115,,,,,3,-0.787694058,,,
480,39826,82,Zheng,3,Q87,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,12,Forests,2.487267721,,,,,3,-0.82301334,,,
480,39826,82,Zheng,3,Q88,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,1,Forests,2.026211969,,,,,3,1.166251559,,,
480,39826,82,Zheng,3,Q89,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2,Forests,1.37585711,,,,,3,0.06981552,,,
480,39826,82,Zheng,3,Q90,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,3,Forests,0.93137395,,,,,3,0.755457253,,,
480,39826,82,Zheng,3,Q91,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,5,Forests,1.333363915,,,,,3,1.206492144,,,
480,39826,82,Zheng,3,Q92,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,6,Forests,2.968136309,,,,,3,-0.336322002,,,
480,39826,82,Zheng,3,Q93,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,7,Forests,3.652596822,,,,,3,0.320905429,,,
480,39826,19,Pan,3,Q03,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,3,Forests,1.937677054,9.321722303,23.64341112,,,3,0.191343474,,,
480,39826,19,Pan,3,Q04,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,4,Forests,2.107648725,12.48557293,25.91733307,,,3,-0.192594669,,,
480,39826,19,Pan,3,Q05,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,5,Forests,3.97733711,17.15291711,26.8955416,,,3,0.386978932,,,
480,39826,19,Pan,3,Q06,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,6,Forests,7.147308782,19.40671652,28.60888078,,,3,-1.887448662,,,
480,39826,19,Pan,3,Q07,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,7,Forests,8.617563739,27.02568175,24.9283005,,,3,-0.591481206,,,
480,39826,19,Pan,3,Q08,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,8,Forests,9.016997167,28.86800346,27.82702336,,,3,1.153292678,,,
480,39826,19,Pan,3,Q09,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,9,Forests,7.580736544,24.63299619,26.76523757,,,3,-0.152752708,,,
480,39826,19,Pan,3,Q10,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,10,Forests,5.575070822,18.58590288,27.53214752,,,3,-0.500010268,,,
480,39826,19,Pan,3,Q11,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,11,Forests,2.498583569,15.73571303,22.82231452,,,3,1.026080289,,,
480,39826,19,Pan,3,Q12,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,12,Forests,1.432011331,10.55907884,23.3686038,,,3,1.29867345,,,
480,39826,19,Pan,3,Q13,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,1,Forests,1.045325779,4.575270956,24.46632004,,,3,0.885031726,,,
480,39826,19,Pan,3,Q14,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,2,Forests,1.555240793,5.776623488,22.82556228,,,3,1.855096708,,,
480,39826,19,Pan,3,Q15,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,3,Forests,1.905759033,10.86547641,26.74659149,,,3,-0.48539351,,,
480,39826,19,Pan,3,Q16,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,4,Forests,2.09461988,14.27948539,27.83720465,,,3,-0.359634834,,,
480,39826,19,Pan,3,Q17,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,5,Forests,5.089767934,19.40562883,27.09473954,,,3,-1.350604997,,,
480,39826,19,Pan,3,Q18,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,6,Forests,7.259783632,20.51482727,32.00486941,,,3,-0.516133518,,,
480,39826,19,Pan,3,Q19,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,7,Forests,9.689480882,29.30043875,29.8900549,,,3,1.383213813,,,
480,39826,19,Pan,3,Q20,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,8,Forests,10.66577899,32.79910546,28.73493328,,,3,0.709875061,,,
480,39826,19,Pan,3,Q21,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,9,Forests,8.069301299,26.73051661,30.87152779,,,3,-0.964703615,,,
480,39826,19,Pan,3,Q22,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,10,Forests,5.430931898,17.39759093,29.20784522,,,3,-0.168678455,,,
480,39826,19,Pan,3,Q23,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,11,Forests,3.261683203,16.42777244,25.82617124,,,3,-1.262520447,,,
480,39826,19,Pan,3,Q24,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,12,Forests,1.817038898,10.63199913,21.74400535,,,3,0.972454063,,,
480,39826,19,Pan,3,Q25,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,1,Forests,1.679196212,6.633015265,25.69446903,,,3,1.651343122,,,
480,39826,19,Pan,3,Q26,BBL,China,Zhejiang,Tianmushan,,2018,2,30.308333,119.396389,366.7,None,,,,Pinus massoniana Lamb.,Subtropical,forests,management,Deciduous,,red soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,3,Forests,2.077485576,11.71212663,27.15928995,,,3,0.249555856,,,
480,39826,20,Li,3,Q03,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,3,Cropland,4.470200093,,,3.082407735,1.387792357,1,-0.202798415,,,
480,39826,20,Li,3,Q04,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,4,Cropland,4.727794156,,,2.935062625,1.792731532,1,0.264335174,,,
480,39826,20,Li,3,Q05,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,5,Cropland,5.201127033,,,3.115767376,2.085359657,1,-0.627951861,,,
480,39826,20,Li,3,Q06,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,6,Cropland,5.407029781,,,3.103444164,2.303585617,1,0.250149762,,,
480,39826,20,Li,3,Q07,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,7,Cropland,5.56369634,,,3.438153297,2.125543043,1,0.869752306,,,
480,39826,20,Li,3,Q08,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,8,Cropland,5.431382732,,,4.051352434,1.380030298,1,-0.647162714,,,
480,39826,20,Li,3,Q09,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,9,Cropland,5.034159938,,,3.81418898,1.219970958,1,0.034947182,,,
480,39826,20,Li,3,Q10,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,3,Cropland,4.603315237,,,2.994200133,1.609115104,1,-1.145907318,,,
480,39826,20,Li,3,Q11,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,4,Cropland,4.851959858,,,2.817882295,2.034077564,1,-0.513015746,,,
480,39826,20,Li,3,Q12,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,5,Cropland,5.16900776,,,2.802962693,2.366045067,1,0.23047614,,,
480,39826,20,Li,3,Q13,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,6,Cropland,5.220136199,,,3.155324248,2.064811951,1,1.056015152,,,
480,39826,20,Li,3,Q14,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,7,Cropland,5.264633607,,,3.522234271,1.742399337,1,-0.58926119,,,
480,39826,20,Li,3,Q15,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,8,Cropland,5.366967575,,,3.99053855,1.376429025,1,0.139814509,,,
480,39826,20,Li,3,Q16,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,9,Cropland,5.042718525,,,3.859459594,1.183258932,1,0.728460584,,,
480,39826,20,Li,3,Q17,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,3,Cropland,4.483910858,,,2.92049229,1.563418568,1,-0.805551148,,,
480,39826,20,Li,3,Q18,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,5,Cropland,5.074676747,,,3.063391861,2.011284886,1,-0.542714826,,,
480,39826,20,Li,3,Q19,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,6,Cropland,5.540554146,,,3.222814812,2.317739334,1,0.907972729,,,
480,39826,20,Li,3,Q20,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,7,Cropland,5.48598372,,,3.360619031,2.125364689,1,-0.146231716,,,
480,39826,20,Li,3,Q21,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,8,Cropland,5.495796355,,,3.844593619,1.651202735,1,0.699233442,,,
480,39826,20,Li,3,Q22,BBL,China,Gansu,Gansu Agricultural University Experimental Demonstration Base for Dry Farming and Circular Agriculture,,2019,3,35.183333,105.316667,1750,None,,,,Triticum aestivum L.,Temperate,Agricultural,management,,,Huangmian soil,dry,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,9,Cropland,4.992494264,,,3.812838907,1.179655356,1,-0.278432484,,,
480,39826,21,Han,3,Q03,BBL,China,inner menglong,Daqing Mountains,,2020,2,40.566667,109.783333,1500,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,forests,management,,,Brown brown soil,dry,,,,,,7.42,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,5,Forests,118.8254936,,,,,3,-0.194859883,,,
480,39826,21,Han,3,Q04,BBL,China,inner menglong,Daqing Mountains,,2020,2,40.566667,109.783333,1500,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,forests,management,,,Brown brown soil,dry,,,,,,7.42,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,6,Forests,193.7453773,,,,,3,-1.481385363,,,
480,39826,21,Han,3,Q05,BBL,China,inner menglong,Daqing Mountains,,2020,2,40.566667,109.783333,1500,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,forests,management,,,Brown brown soil,dry,,,,,,7.42,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,7,Forests,420.6711672,,,,,3,0.191611072,,,
480,39826,21,Han,3,Q06,BBL,China,inner menglong,Daqing Mountains,,2020,2,40.566667,109.783333,1500,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,forests,management,,,Brown brown soil,dry,,,,,,7.42,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,8,Forests,404.1284466,,,,,3,1.966782561,,,
